ID,normSASA
16VP,5.891771382245643
1A04,6.314965343415249
1A04,6.314965343415249
1A0P,6.575056689342404
1A17,8.254763749031758
1A1W,4.365735294117647
1A41,5.702165543792108
1A5T,5.263401893568397
1A62,7.672137791286727
1A6Q,5.865346534653465
1A6S,3.989168573607933
1A87,6.170445694504544
1A8O,8.41456834532374
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1A9X,4.187077859588658
1AA0,9.100385356454721
1AB4,6.172686290108724
1ABZ,6.190575079872205
1AD6,6.943125419181758
1ADR,3.978925619834711
1AE9,6.055653170359053
1AE9,6.055653170359053
1AEP,7.147372954349699
1AF7,6.138311111111111
1AFO,5.819591527987897
1AFO,5.819591527987897
1AH7,5.3960317460317455
1AIH,5.901483404413129
1AIH,5.901483404413129
1AIH,5.901483404413129
1AIH,5.901483404413129
1AJ3,4.111173885750157
1AK0,5.690875405280223
1ALU,7.139280125195618
1AM7,5.860912052117263
1AM7,5.860912052117263
1AM7,5.860912052117263
1AOA,6.682285115303983
1AOY,4.680387409200969
1AQ5,4.726701570680628
1AQ5,4.726701570680628
1AQ5,4.726701570680628
1ARO,6.052228602679792
1ARO,6.052228602679792
1ASH,6.5088785046728965
1AV1,8.34278992106861
1AV1,8.34278992106861
1AV1,8.34278992106861
1AV1,8.34278992106861
1AVC,5.4875439968713335
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVO,5.180450664554177
1AVS,7.955801104972376
1AVS,7.955801104972376
1AVY,11.382487838776928
1AVY,11.382487838776928
1AVY,11.382487838776928
1AX8,7.156331006979063
1B0B,6.335326586936523
1B0N,7.06576819407008
1B0N,7.06576819407008
1B0X,7.135395683453238
1B22,4.163542642924086
1B25,3.797389599669831
1B25,3.797389599669831
1B25,3.797389599669831
1B25,3.797389599669831
1B3Q,6.742667127310416
1B3Q,6.742667127310416
1B3U,5.788490153172867
1B3U,5.788490153172867
1B4A,6.000217391304348
1B4A,6.000217391304348
1B4A,6.000217391304348
1B4A,6.000217391304348
1B4A,6.000217391304348
1B4A,6.000217391304348
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B4F,7.662851742965141
1B67,7.400201816347124
1B67,7.400201816347124
1B6A,5.567957371225577
1B79,6.466427232979388
1B79,6.466427232979388
1B79,6.466427232979388
1B79,6.466427232979388
1B7E,6.4294700854700855
1B89,6.699806800618237
1B8X,7.291022563610178
1B9M,6.328898724290549
1B9M,6.328898724290549
1BA5,4.861570680628272
1BAJ,8.66625222024867
1BAZ,6.93526999316473
1BAZ,6.93526999316473
1BAZ,6.93526999316473
1BAZ,6.93526999316473
1BEA,7.29384965831435
1BG5,7.304194792671167
1BG6,5.634837962962963
1BG8,7.4931289040318
1BG8,7.4931289040318
1BG8,7.4931289040318
1BGC,5.543173943173944
1BGF,7.859724950884086
1BGV,5.3480403458213255
1BH9,7.401198156682028
1BH9,7.401198156682028
1BHA,10.344117647058823
1BHD,7.1429700734048565
1BHD,7.1429700734048565
1BIA,6.212766924125397
1BJA,6.79915907498248
1BJA,6.79915907498248
1BJT,6.462593783494105
1BKR,6.9165727170236755
1BM9,6.950361445783133
1BM9,6.950361445783133
1BMT,5.875312656328164
1BMT,5.875312656328164
1BO9,3.932702237521515
1BOB,6.353560371517028
1BOU,4.650194436135208
1BOU,4.650194436135208
1BOU,4.650194436135208
1BOU,4.650194436135208
1BPO,5.656174882424664
1BPO,5.656174882424664
1BPO,5.656174882424664
1BQ0,4.693810289389067
1BQZ,4.666987951807228
1BS2,5.719954973393369
1BVP,4.563700826242447
1BVP,4.563700826242447
1BVP,4.563700826242447
1BVP,4.563700826242447
1BVP,4.563700826242447
1BVP,4.563700826242447
1BW6,4.901261829652997
1BY1,4.132044034513537
1BYY,7.569005847953216
1BZ4,7.186541737649063
1BZK,7.07560606060606
1C05,3.744414994320333
1C1K,6.623596112311015
1C2N,3.4125069175428884
1C3C,5.667404217404218
1C3C,5.667404217404218
1C3Y,4.958778625954198
1C52,5.498745098039215
1C75,3.8192948090107737
1CB8,4.911482638250964
1CCD,10.54424040066778
1CEU,5.924004683840749
1CHK,5.812747252747253
1CHK,5.812747252747253
1CI4,6.208855291576674
1CI4,6.208855291576674
1CI6,10.01546635182999
1CI6,10.01546635182999
1CII,7.288502333474756
1CIY,4.953839422445855
1CJA,4.648838689150493
1CJA,4.648838689150493
1CLC,4.594806734645482
1CMC,6.510996563573884
1CMC,6.510996563573884
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNO,5.5218317972350235
1CNT,6.310657694812242
1CNT,6.310657694812242
1CNT,6.310657694812242
1CNT,6.310657694812242
1COL,5.622970230040595
1COL,5.622970230040595
1CPY,5.238484940675388
1CQX,5.310562206394908
1CQX,5.310562206394908
1CSH,5.687858591712547
1CTJ,7.025498575498575
1CUK,7.917719680464779
1CUN,7.345891744548287
1CUN,7.345891744548287
1CUN,7.345891744548287
1CW5,7.393392070484581
1CY5,6.86343085106383
1CY9,7.0199687987519495
1CY9,7.0199687987519495
1CZQ,11.570542635658914
1CZQ,11.570542635658914
1D1D,3.8757290132547864
1D2D,4.6145856353591155
1D2N,6.741281138790036
1D2T,5.966784244562023
1D2Z,6.228484107579462
1D2Z,6.228484107579462
1D2Z,6.228484107579462
1D2Z,6.228484107579462
1D3Y,5.259746400171932
1D3Y,5.259746400171932
1D5T,5.669311551925321
1D6M,6.179699874947895
1D7M,8.779654747225647
1D7M,8.779654747225647
1D8B,4.132784431137725
1D8J,4.101965230536659
1D8L,6.789142335766423
1D8L,6.789142335766423
1D9C,6.298595082789764
1D9C,6.298595082789764
1DAQ,4.703800904977375
1DBH,7.012263464337701
1DCQ,5.817936354869817
1DD4,6.059967845659164
1DD4,6.059967845659164
1DD4,6.059967845659164
1DD4,6.059967845659164
1DD9,6.236681577877186
1DDB,5.004613841524574
1DEB,10.209422850412249
1DEB,10.209422850412249
1DEK,5.737607956032453
1DEK,5.737607956032453
1DF4,10.598704103671706
1DGN,4.070974576271187
1DGS,6.121374045801527
1DGS,6.121374045801527
1DIP,5.629251423921888
1DIP,5.629251423921888
1DJX,5.371355439208843
1DJX,5.371355439208843
1DK8,8.251323175621492
1DLJ,5.871148628278564
1DLW,6.749090909090909
1DLY,7.079778672032194
1DNU,4.584344340120266
1DNU,4.584344340120266
1DNU,4.584344340120266
1DNU,4.584344340120266
1DNY,4.130075821398483
1DOV,7.933261339092872
1DOW,7.240953947368421
1DOW,7.240953947368421
1DP3,5.857254464285715
1DP5,5.3197913043478255
1DP5,5.3197913043478255
1DQS,4.6376224016492005
1DQS,4.6376224016492005
1DU6,5.086127167630058
1DVK,6.706304079110013
1DVK,6.706304079110013
1DVO,8.63543888433142
1DW0,6.331909845788849
1DW0,6.331909845788849
1DW0,6.331909845788849
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DWK,4.140480831708902
1DX0,4.299462686567164
1DXS,8.186167800453514
1E0E,4.937617135207497
1E0E,4.937617135207497
1E17,4.6931612002791345
1E29,6.856478999106344
1E3P,6.280816753926702
1E5R,6.087025616698293
1E5R,6.087025616698293
1E7L,6.33447666195191
1E7L,6.33447666195191
1E8Y,5.5314306676449005
1E9R,4.474610244988864
1E9R,4.474610244988864
1E9R,4.474610244988864
1E9R,4.474610244988864
1E9R,4.474610244988864
1E9R,4.474610244988864
1ECM,6.8014696485623
1ECM,6.8014696485623
1ED1,7.647946725860155
1EE8,5.660736342042756
1EE8,5.660736342042756
1EER,6.410846503572202
1EER,6.410846503572202
1EER,6.410846503572202
1EF4,4.833520809898762
1EG3,6.081522259454284
1EH6,6.926001571091908
1EHS,5.381392045454546
1EI7,7.105910931174089
1EI7,7.105910931174089
1EIJ,5.068454763811049
1EK9,5.933746723129663
1EK9,5.933746723129663
1EK9,5.933746723129663
1EKE,6.399307287337212
1EKE,6.399307287337212
1EL6,5.301108322877457
1EL6,5.301108322877457
1EL6,5.301108322877457
1ELK,6.753112033195021
1ELK,6.753112033195021
1ELW,6.70125313283208
1ELW,6.70125313283208
1ELW,6.70125313283208
1ELW,6.70125313283208
1EM9,6.9330241187384045
1EM9,6.9330241187384045
1ENH,8.445493562231759
1ENV,11.242566844919786
1ENW,5.150056306306307
1EO0,4.0914330218068535
1EOQ,4.77535153019024
1EPW,5.271440709969788
1EQ1,3.719290724863601
1ERD,5.2111913357400725
1ETE,6.356121495327103
1ETE,6.356121495327103
1ETE,6.356121495327103
1ETE,6.356121495327103
1EV7,6.307207792207792
1EV7,6.307207792207792
1EVS,7.074374526156179
1EVY,6.088446824789595
1EWR,5.678980640063216
1EWR,5.678980640063216
1EXR,8.583116883116883
1EYH,7.310553191489362
1EYQ,5.288310502283105
1EYQ,5.288310502283105
1EYV,6.03394449950446
1EYV,6.03394449950446
1EZ3,8.419524119947848
1EZ3,8.419524119947848
1EZ3,8.419524119947848
1EZJ,10.619078947368422
1EZY,3.7106153123532173
1F0L,5.240749007936508
1F0L,5.240749007936508
1F0Y,5.338553701326488
1F0Y,5.338553701326488
1F1E,6.620466786355475
1F1M,6.104936760505916
1F1M,6.104936760505916
1F1M,6.104936760505916
1F1M,6.104936760505916
1F1S,5.225948103792415
1F20,5.837819280417468
1F43,4.799428026692088
1F45,6.87956116621581
1F45,6.87956116621581
1F4I,5.453295932678822
1F5N,6.474274577739282
1F5X,3.892325581395349
1F6V,4.613274336283186
1F7C,6.679108635097494
1FAF,5.088511950655358
1FAV,11.15259009009009
1FAV,11.15259009009009
1FB1,6.132322580645162
1FB1,6.132322580645162
1FB1,6.132322580645162
1FB1,6.132322580645162
1FB1,6.132322580645162
1FC3,7.062698412698413
1FC3,7.062698412698413
1FC3,7.062698412698413
1FCH,5.220492320639596
1FCH,5.220492320639596
1FCH,5.220492320639596
1FCH,5.220492320639596
1FDO,4.318897499119409
1FEW,8.323597960670066
1FEX,4.712686567164179
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FFT,5.6155242935052065
1FGJ,5.1001850138760405
1FGJ,5.1001850138760405
1FIO,8.03646302250804
1FIP,6.815016501650164
1FIP,6.815016501650164
1FIP,6.815016501650164
1FIP,6.815016501650164
1FK5,7.434045801526718
1FLI,4.437476340694006
1FMK,6.327303754266212
1FNN,5.5997558593750005
1FNN,5.5997558593750005
1FOY,4.910094097519247
1FP2,6.879827400215749
1FPO,7.33500734933856
1FPO,7.33500734933856
1FPO,7.33500734933856
1FS1,6.55178213856628
1FS1,6.55178213856628
1FS1,6.55178213856628
1FS1,6.55178213856628
1FSE,7.057714654615881
1FSE,7.057714654615881
1FSE,7.057714654615881
1FSE,7.057714654615881
1FSE,7.057714654615881
1FSE,7.057714654615881
1FSH,4.075032509752925
1FT5,6.275352112676056
1FT9,6.594426031937331
1FT9,6.594426031937331
1FX8,5.826862645717182
1FYH,6.131584790452401
1FYH,6.131584790452401
1FYH,6.131584790452401
1FYH,6.131584790452401
1FYJ,4.936732456140351
1G03,4.147621335896204
1G1J,9.905686546463246
1G1J,9.905686546463246
1G2H,4.265314401622718
1G41,6.834030418250951
1G6U,8.464972527472527
1G6U,8.464972527472527
1G7D,3.6967124925283925
1G87,4.618973191181038
1G87,4.618973191181038
1G8E,6.818970380818053
1G8E,6.818970380818053
1G8M,4.959048672566372
1G8M,4.959048672566372
1G8P,6.640293040293041
1G8Q,6.83783185840708
1G8Q,6.83783185840708
1G9L,5.961417322834646
1GAK,7.198088618592529
1GJJ,2.82434554973822
1GJS,5.754455445544554
1GK4,7.779461641991925
1GK4,7.779461641991925
1GK4,7.779461641991925
1GK4,7.779461641991925
1GK4,7.779461641991925
1GK4,7.779461641991925
1GK6,9.262988505747126
1GK6,9.262988505747126
1GK9,4.342571860816944
1GK9,4.342571860816944
1GKM,5.423969545812549
1GKU,5.841553183658447
1GMJ,9.944428080510555
1GMJ,9.944428080510555
1GMJ,9.944428080510555
1GMJ,9.944428080510555
1GNL,4.843210766642634
1GNL,4.843210766642634
1GO3,6.296519349667965
1GO3,6.296519349667965
1GO3,6.296519349667965
1GO3,6.296519349667965
1GO5,4.960151085930123
1GO9,6.772047832585949
1GP7,6.21890286512928
1GP7,6.21890286512928
1GP7,6.21890286512928
1GPJ,6.55885697187313
1GQE,6.931751570132589
1GRJ,6.352439862542955
1GS9,7.243305785123967
1GTE,4.476327363120658
1GTE,4.476327363120658
1GTE,4.476327363120658
1GTE,4.476327363120658
1GU2,6.90802775024777
1GU2,6.90802775024777
1GUX,6.00889627168697
1GUX,6.00889627168697
1GUX,6.00889627168697
1GV2,8.402840909090909
1GVD,8.4061876247505
1GVJ,6.597628123676408
1GVJ,6.597628123676408
1GVN,5.711579675077774
1GVN,5.711579675077774
1GVN,5.711579675077774
1GVN,5.711579675077774
1GW3,7.16957123098202
1GWU,4.94792243767313
1GXM,4.9994236311239195
1GXM,4.9994236311239195
1GYZ,4.246043165467626
1H12,4.638023860507801
1H1O,5.3900426742532
1H1O,5.3900426742532
1H2K,5.9351174033149166
1H2K,5.9351174033149166
1H32,5.500189095493224
1H32,5.500189095493224
1H3F,5.961091522305687
1H3F,5.961091522305687
1H3L,7.071061093247588
1H3L,7.071061093247588
1H3N,5.434020926756353
1H3O,6.406156901688183
1H3O,6.406156901688183
1H3O,6.406156901688183
1H3O,6.406156901688183
1H4R,6.369182517199515
1H4R,6.369182517199515
1H54,4.478995622367226
1H54,4.478995622367226
1H5W,5.89458588462778
1H5W,5.89458588462778
1H5W,5.89458588462778
1H67,3.7260969976905316
1H6G,6.795792795161715
1H6G,6.795792795161715
1H6K,5.271476899772785
1H6K,5.271476899772785
1H6K,5.271476899772785
1H6K,5.271476899772785
1H6K,5.271476899772785
1H6K,5.271476899772785
1H6P,6.895041039671682
1H6P,6.895041039671682
1H7C,8.855808656036446
1H8B,4.558298755186722
1H8B,4.558298755186722
1H97,5.902083333333333
1H97,5.902083333333333
1H99,7.568472906403941
1H9E,4.6925389755011135
1H9F,4.927615965480043
1HA8,5.003809523809524
1HBN,3.2285458544319985
1HBN,3.2285458544319985
1HBN,3.2285458544319985
1HBN,3.2285458544319985
1HBN,3.2285458544319985
1HBN,3.2285458544319985
1HBW,5.460778128286014
1HBW,5.460778128286014
1HC1,4.566212560386473
1HC1,4.566212560386473
1HC1,4.566212560386473
1HC1,4.566212560386473
1HC1,4.566212560386473
1HC1,4.566212560386473
1HCI,6.765322171486555
1HCI,6.765322171486555
1HEI,5.624218871444116
1HEI,5.624218871444116
1HEK,6.940347071583514
1HEK,6.940347071583514
1HF9,5.288152327221439
1HF9,5.288152327221439
1HGZ,6.394934876989869
1HH8,6.3788923076923085
1HJ0,6.5395802098950515
1HKQ,7.280894506562955
1HKQ,7.280894506562955
1HML,7.318080808080808
1HN0,4.8301869761444225
1HO8,5.834486576252422
1HP8,4.900956937799043
1HQB,4.325670186839967
1HS7,3.9124231242312426
1HSS,5.868720238095238
1HSS,5.868720238095238
1HSS,5.868720238095238
1HSS,5.868720238095238
1HST,8.29104609929078
1HST,8.29104609929078
1HU3,7.300943989930775
1HUC,5.865995872033023
1HUC,5.865995872033023
1HUC,5.865995872033023
1HUC,5.865995872033023
1HUL,6.64150401836969
1HUL,6.64150401836969
1HUW,7.0884187082405345
1HW1,6.085414943479459
1HW1,6.085414943479459
1HW7,8.455378704720088
1HXI,7.929357798165137
1HY5,6.40838963963964
1HY5,6.40838963963964
1HYP,7.39984756097561
1HZ4,5.710718997361478
1HZF,5.545625546806649
1I17,4.484111045481394
1I1R,6.635149431367363
1I1R,6.635149431367363
1I27,8.946245733788396
