ID,percentPhobic,percentPhilic
12AS,0.37272727272727274,0.6272727272727273
12AS,0.37272727272727274,0.6272727272727273
1914,0.33620689655172414,0.6637931034482759
1A04,0.4186046511627907,0.5813953488372093
1A04,0.4186046511627907,0.5813953488372093
1A0C,0.3721461187214612,0.6278538812785388
1A0C,0.3721461187214612,0.6278538812785388
1A0C,0.3721461187214612,0.6278538812785388
1A0C,0.3721461187214612,0.6278538812785388
1A0I,0.3649425287356322,0.6350574712643678
1A27,0.4463667820069204,0.5536332179930796
1A2O,0.44126074498567336,0.5587392550143266
1A2O,0.44126074498567336,0.5587392550143266
1A2P,0.2818181818181818,0.7181818181818181
1A2P,0.2818181818181818,0.7181818181818181
1A2P,0.2818181818181818,0.7181818181818181
1A3A,0.41216216216216217,0.5878378378378378
1A3A,0.41216216216216217,0.5878378378378378
1A3A,0.41216216216216217,0.5878378378378378
1A3A,0.41216216216216217,0.5878378378378378
1A3C,0.39226519337016574,0.6077348066298343
1A41,0.38461538461538464,0.6153846153846154
1A5T,0.4251497005988024,0.5748502994011976
1A6F,0.31932773109243695,0.680672268907563
1A6J,0.4049079754601227,0.5950920245398773
1A6J,0.4049079754601227,0.5950920245398773
1A6Q,0.34554973821989526,0.6544502617801047
1A7J,0.3793103448275862,0.6206896551724138
1A87,0.3613707165109034,0.6386292834890965
1A8L,0.41150442477876104,0.588495575221239
1A8Y,0.3542234332425068,0.6457765667574932
1A9X,0.4091332712022367,0.5908667287977633
1A9X,0.38522427440633245,0.6147757255936676
1A9X,0.4091332712022367,0.5908667287977633
1A9X,0.38522427440633245,0.6147757255936676
1A9X,0.4091332712022367,0.5908667287977633
1A9X,0.38522427440633245,0.6147757255936676
1A9X,0.4091332712022367,0.5908667287977633
1A9X,0.38522427440633245,0.6147757255936676
1AA3,0.3333333333333333,0.6666666666666666
1AB4,0.4056795131845842,0.5943204868154158
1ABA,0.367816091954023,0.632183908045977
1AC5,0.32919254658385094,0.6708074534161491
1ACC,0.3020408163265306,0.6979591836734694
1AD2,0.3815789473684211,0.618421052631579
1AF5,0.37777777777777777,0.6222222222222222
1AF7,0.40875912408759124,0.5912408759124088
1AHO,0.296875,0.703125
1AL3,0.3950617283950617,0.6049382716049383
1ALQ,0.3383458646616541,0.6616541353383458
1AOL,0.2719298245614035,0.7280701754385965
1APJ,0.3108108108108108,0.6891891891891891
1AQE,0.2882882882882883,0.7117117117117117
1AQJ,0.37292161520190026,0.6270783847980997
1AQJ,0.37292161520190026,0.6270783847980997
1AQZ,0.2348993288590604,0.7651006711409396
1AQZ,0.2348993288590604,0.7651006711409396
1AT3,0.43724696356275305,0.562753036437247
1AT3,0.43724696356275305,0.562753036437247
1ATG,0.4155844155844156,0.5844155844155844
1ATI,0.35247524752475246,0.6475247524752475
1ATI,0.35247524752475246,0.6475247524752475
1ATI,0.0,1.0
1ATI,0.0,1.0
1ATZ,0.43386243386243384,0.5661375661375662
1ATZ,0.43386243386243384,0.5661375661375662
1AVQ,0.37719298245614036,0.6228070175438597
1AVQ,0.37719298245614036,0.6228070175438597
1AVQ,0.37719298245614036,0.6228070175438597
1AYE,0.3566084788029925,0.6433915211970075
1AZO,0.3793103448275862,0.6206896551724138
1B1C,0.3370165745856354,0.6629834254143646
1B24,0.3776595744680851,0.6223404255319149
1B25,0.36348949919224555,0.6365105008077544
1B25,0.36348949919224555,0.6365105008077544
1B25,0.36348949919224555,0.6365105008077544
1B25,0.36348949919224555,0.6365105008077544
1B3Q,0.42480211081794195,0.575197889182058
1B3Q,0.42480211081794195,0.575197889182058
1B4A,0.40268456375838924,0.5973154362416108
1B4A,0.40268456375838924,0.5973154362416108
1B4A,0.40268456375838924,0.5973154362416108
1B4A,0.40268456375838924,0.5973154362416108
1B4A,0.40268456375838924,0.5973154362416108
1B4A,0.40268456375838924,0.5973154362416108
1B4B,0.4788732394366197,0.5211267605633803
1B4B,0.4788732394366197,0.5211267605633803
1B4B,0.4788732394366197,0.5211267605633803
1B5E,0.34146341463414637,0.6585365853658537
1B5E,0.34146341463414637,0.6585365853658537
1B5Q,0.3453389830508475,0.6546610169491526
1B5Q,0.3453389830508475,0.6546610169491526
1B5Q,0.3453389830508475,0.6546610169491526
1B63,0.4084084084084084,0.5915915915915916
1B6A,0.32217573221757323,0.6778242677824268
1B76,0.34841628959276016,0.6515837104072398
1B76,0.34841628959276016,0.6515837104072398
1B77,0.3991228070175439,0.6008771929824561
1B77,0.3991228070175439,0.6008771929824561
1B77,0.3991228070175439,0.6008771929824561
1B7E,0.36666666666666664,0.6333333333333333
1B8X,0.3535714285714286,0.6464285714285715
1B93,0.4342105263157895,0.5657894736842105
1B93,0.4342105263157895,0.5657894736842105
1B93,0.4342105263157895,0.5657894736842105
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1B9L,0.38333333333333336,0.6166666666666667
1BAM,0.3427230046948357,0.6572769953051644
1BBG,0.35,0.65
1BBO,0.2807017543859649,0.7192982456140351
1BCO,0.3761467889908257,0.6238532110091743
1BDF,0.4,0.6
1BDF,0.4,0.6
1BDF,0.4,0.6
1BDF,0.4,0.6
1BF2,0.31333333333333335,0.6866666666666666
1BG5,0.36220472440944884,0.6377952755905512
1BG6,0.43454038997214484,0.5654596100278552
1BGV,0.38530066815144765,0.6146993318485523
1BI5,0.40359897172236503,0.596401028277635
1BIA,0.4143302180685358,0.5856697819314641
1BIF,0.3752665245202559,0.6247334754797441
1BJT,0.3240857503152585,0.6759142496847415
1BM8,0.35353535353535354,0.6464646464646465
1BMT,0.3902439024390244,0.6097560975609756
1BMT,0.3902439024390244,0.6097560975609756
1BO4,0.39880952380952384,0.6011904761904762
1BO4,0.39880952380952384,0.6011904761904762
1BOB,0.359375,0.640625
1BOO,0.35294117647058826,0.6470588235294118
1BOR,0.4642857142857143,0.5357142857142857
1BOU,0.37410071942446044,0.6258992805755396
1BOU,0.38079470198675497,0.6192052980132451
1BOU,0.37410071942446044,0.6258992805755396
1BOU,0.38079470198675497,0.6192052980132451
1BOW,0.3584905660377358,0.6415094339622641
1BRT,0.3862815884476534,0.6137184115523465
1BS2,0.38385502471169686,0.6161449752883031
1BSL,0.4074074074074074,0.5925925925925926
1BSL,0.4074074074074074,0.5925925925925926
1BU8,0.34292035398230086,0.6570796460176991
1BVY,0.37554585152838427,0.6244541484716157
1BVY,0.37554585152838427,0.6244541484716157
1BVY,0.3403141361256545,0.6596858638743456
1BW0,0.3894230769230769,0.6105769230769231
1BW0,0.3894230769230769,0.6105769230769231
1BXD,0.36024844720496896,0.639751552795031
1BXY,0.4166666666666667,0.5833333333333334
1BXY,0.4166666666666667,0.5833333333333334
1BYF,0.352,0.648
1BYF,0.352,0.648
1BYI,0.4017857142857143,0.5982142857142857
1BYR,0.38064516129032255,0.6193548387096774
1C05,0.3333333333333333,0.6666666666666666
1C0M,0.3277310924369748,0.6722689075630253
1C0M,0.3277310924369748,0.6722689075630253
1C0M,0.3277310924369748,0.6722689075630253
1C0M,0.3277310924369748,0.6722689075630253
1C0P,0.3526170798898072,0.6473829201101928
1C3P,0.37066666666666664,0.6293333333333333
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C41,0.38,0.62
1C44,0.3821138211382114,0.6178861788617886
1C4O,0.3810240963855422,0.6189759036144579
1C7K,0.25,0.75
1C89,0.44029850746268656,0.5597014925373134
1C8B,0.38274932614555257,0.6172506738544474
1C8B,0.38274932614555257,0.6172506738544474
1C8U,0.37543859649122807,0.624561403508772
1C8U,0.37543859649122807,0.624561403508772
1C9K,0.45555555555555555,0.5444444444444444
1C9K,0.45555555555555555,0.5444444444444444
1C9K,0.45555555555555555,0.5444444444444444
1CBF,0.43157894736842106,0.5684210526315789
1CBY,0.416988416988417,0.583011583011583
1CC8,0.3835616438356164,0.6164383561643836
1CCW,0.40875912408759124,0.5912408759124088
1CCW,0.37888198757763975,0.6211180124223602
1CCW,0.40875912408759124,0.5912408759124088
1CCW,0.37888198757763975,0.6211180124223602
1CE3,0.35185185185185186,0.6481481481481481
1CEO,0.3498542274052478,0.6501457725947521
1CFE,0.3111111111111111,0.6888888888888889
1CFR,0.3894736842105263,0.6105263157894737
1CFZ,0.46296296296296297,0.5370370370370371
1CFZ,0.46296296296296297,0.5370370370370371
1CFZ,0.46296296296296297,0.5370370370370371
1CFZ,0.46296296296296297,0.5370370370370371
1CFZ,0.46296296296296297,0.5370370370370371
1CFZ,0.46296296296296297,0.5370370370370371
1CG2,0.3969465648854962,0.6030534351145038
1CG2,0.3969465648854962,0.6030534351145038
1CG2,0.3969465648854962,0.6030534351145038
1CG2,0.3969465648854962,0.6030534351145038
1CHC,0.45588235294117646,0.5441176470588235
1CHD,0.4236453201970443,0.5763546798029556
1CHK,0.3319327731092437,0.6680672268907563
1CHK,0.3319327731092437,0.6680672268907563
1CHM,0.38902743142144636,0.6109725685785536
1CHM,0.38902743142144636,0.6109725685785536
1CI9,0.42857142857142855,0.5714285714285714
1CI9,0.42857142857142855,0.5714285714285714
1CII,0.3521594684385382,0.6478405315614618
1CJA,0.3888888888888889,0.6111111111111112
1CJA,0.3888888888888889,0.6111111111111112
1CJW,0.4457831325301205,0.5542168674698795
1CJX,0.38095238095238093,0.6190476190476191
1CJX,0.38095238095238093,0.6190476190476191
1CJX,0.38095238095238093,0.6190476190476191
1CJX,0.38095238095238093,0.6190476190476191
1CJY,0.36315086782376504,0.636849132176235
1CJY,0.36315086782376504,0.636849132176235
1CK7,0.3248811410459588,0.6751188589540412
1CKM,0.396969696969697,0.603030303030303
1CKM,0.396969696969697,0.603030303030303
1CKS,0.27848101265822783,0.7215189873417721
1CKS,0.27848101265822783,0.7215189873417721
1CKS,0.27848101265822783,0.7215189873417721
1CKV,0.375886524822695,0.624113475177305
1CO4,0.35714285714285715,0.6428571428571429
1COZ,0.3488372093023256,0.6511627906976745
1COZ,0.3488372093023256,0.6511627906976745
1CP2,0.38661710037174724,0.6133828996282528
1CP2,0.38661710037174724,0.6133828996282528
1CPY,0.3491686460807601,0.6508313539192399
1CQ4,0.3829787234042553,0.6170212765957447
1CQ4,0.4166666666666667,0.5833333333333334
1CQM,0.4158415841584158,0.5841584158415841
1CQM,0.4158415841584158,0.5841584158415841
1CQX,0.3920595533498759,0.607940446650124
1CQX,0.3920595533498759,0.607940446650124
1CR1,0.34797297297297297,0.652027027027027
1CR5,0.36507936507936506,0.6349206349206349
1CR5,0.36507936507936506,0.6349206349206349
1CR5,0.36507936507936506,0.6349206349206349
1CT5,0.36328125,0.63671875
1CT9,0.37613019891500904,0.6238698010849909
1CT9,0.37613019891500904,0.6238698010849909
1CT9,0.37613019891500904,0.6238698010849909
1CT9,0.37613019891500904,0.6238698010849909
1CTF,0.47297297297297297,0.527027027027027
1CV8,0.3103448275862069,0.6896551724137931
1CVR,0.3586206896551724,0.6413793103448275
1CWV,0.3516260162601626,0.6483739837398373
1CXQ,0.35802469135802467,0.6419753086419753
1CXY,0.3333333333333333,0.6666666666666666
1CZ4,0.3621621621621622,0.6378378378378379
1CZA,0.3936750272628135,0.6063249727371864
1D0B,0.3755868544600939,0.6244131455399061
1D0N,0.3511659807956104,0.6488340192043895
1D0N,0.3511659807956104,0.6488340192043895
1D0Q,0.4174757281553398,0.5825242718446602
1D0Q,0.4174757281553398,0.5825242718446602
1D1G,0.39285714285714285,0.6071428571428571
1D1G,0.39285714285714285,0.6071428571428571
1D1R,0.33620689655172414,0.6637931034482759
1D2N,0.39705882352941174,0.6029411764705882
1D3Y,0.37209302325581395,0.627906976744186
1D3Y,0.37209302325581395,0.627906976744186
1D4A,0.39194139194139194,0.608058608058608
1D4A,0.39194139194139194,0.608058608058608
1D4A,0.39194139194139194,0.608058608058608
1D4A,0.39194139194139194,0.608058608058608
1D4B,0.36065573770491804,0.639344262295082
1D4O,0.42934782608695654,0.5706521739130435
1D4U,0.34234234234234234,0.6576576576576577
1D5R,0.35802469135802467,0.6419753086419753
1D5T,0.3695150115473441,0.6304849884526559
1D6M,0.38591117917304746,0.6140888208269525
1D8I,0.3247588424437299,0.6752411575562701
1D8I,0.3247588424437299,0.6752411575562701
1D8I,0.3247588424437299,0.6752411575562701
1D8W,0.3755868544600939,0.6244131455399061
1D8W,0.3755868544600939,0.6244131455399061
1D8W,0.3755868544600939,0.6244131455399061
1D8W,0.3755868544600939,0.6244131455399061
1D9A,0.36470588235294116,0.6352941176470588
1D9N,0.32,0.68
1DBD,0.34,0.66
1DBD,0.34,0.66
1DCE,0.4038800705467372,0.5961199294532628
1DCE,0.40483383685800606,0.595166163141994
1DCE,0.4038800705467372,0.5961199294532628
1DCE,0.40483383685800606,0.595166163141994
1DCF,0.4117647058823529,0.5882352941176471
1DD3,0.4609375,0.5390625
1DD3,0.4609375,0.5390625
1DD3,0.46875,0.53125
1DD3,0.46875,0.53125
1DD9,0.35502958579881655,0.6449704142011834
1DDZ,0.39919354838709675,0.6008064516129032
1DDZ,0.39919354838709675,0.6008064516129032
1DEK,0.3941908713692946,0.6058091286307054
1DEK,0.3941908713692946,0.6058091286307054
1DEU,0.296028880866426,0.703971119133574
1DEU,0.296028880866426,0.703971119133574
1DFA,0.3590308370044053,0.6409691629955947
1DGS,0.3658170914542729,0.6341829085457271
1DGS,0.3658170914542729,0.6341829085457271
1DHS,0.39335180055401664,0.6066481994459834
1DI6,0.41025641025641024,0.5897435897435898
1DIV,0.38926174496644295,0.610738255033557
1DJ0,0.3939393939393939,0.6060606060606061
1DJ0,0.3939393939393939,0.6060606060606061
1DJL,0.41545893719806765,0.5845410628019324
1DJL,0.41545893719806765,0.5845410628019324
1DJX,0.34455128205128205,0.655448717948718
1DJX,0.34455128205128205,0.655448717948718
1DL5,0.3911671924290221,0.6088328075709779
1DL5,0.3911671924290221,0.6088328075709779
1DLJ,0.3855721393034826,0.6144278606965174
1DM9,0.3308270676691729,0.6691729323308271
1DM9,0.3308270676691729,0.6691729323308271
1DMG,0.3244444444444444,0.6755555555555556
1DML,0.4043887147335423,0.5956112852664577
1DML,0.5,0.5
1DML,0.4043887147335423,0.5956112852664577
1DML,0.5,0.5
1DML,0.4043887147335423,0.5956112852664577
1DML,0.5,0.5
1DML,0.4043887147335423,0.5956112852664577
1DML,0.5,0.5
1DOI,0.375,0.625
1DP4,0.3816091954022989,0.6183908045977011
1DP4,0.3816091954022989,0.6183908045977011
1DPG,0.38762886597938145,0.6123711340206186
1DPG,0.38762886597938145,0.6123711340206186
1DQ3,0.3370044052863436,0.6629955947136564
1DQN,0.391304347826087,0.6086956521739131
1DQN,0.391304347826087,0.6086956521739131
1DQS,0.4071246819338422,0.5928753180661578
1DQS,0.4071246819338422,0.5928753180661578
1DQU,0.3587360594795539,0.6412639405204461
1DQZ,0.30714285714285716,0.6928571428571428
1DQZ,0.30714285714285716,0.6928571428571428
1DS1,0.38271604938271603,0.6172839506172839
1DT9,0.3707093821510298,0.6292906178489702
1DTJ,0.3684210526315789,0.631578947368421
1DTJ,0.3684210526315789,0.631578947368421
1DTJ,0.3684210526315789,0.631578947368421
1DTJ,0.3684210526315789,0.631578947368421
1DTP,0.3105263157894737,0.6894736842105263
1DUS,0.3556701030927835,0.6443298969072165
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DWK,0.4551282051282051,0.5448717948717948
1DY5,0.33064516129032256,0.6693548387096774
1DY5,0.33064516129032256,0.6693548387096774
1DZF,0.3581395348837209,0.641860465116279
1E0G,0.3125,0.6875
1E1H,0.3344947735191638,0.6655052264808362
1E1H,0.3333333333333333,0.6666666666666666
1E1H,0.3344947735191638,0.6655052264808362
1E1H,0.3333333333333333,0.6666666666666666
1E2K,0.4169184290030212,0.5830815709969789
1E2K,0.4169184290030212,0.5830815709969789
1E2S,0.3885480572597137,0.6114519427402862
1E3P,0.41611624834874505,0.583883751651255
1E4C,0.4232558139534884,0.5767441860465117
1E4U,0.358974358974359,0.6410256410256411
1E58,0.3413654618473896,0.6586345381526104
1E5K,0.39800995024875624,0.6019900497512438
1E69,0.37577639751552794,0.6242236024844721
1E69,0.37577639751552794,0.6242236024844721
