ID,percentPhobic,percentPhilic
1A0I,0.3649425287356322,0.6350574712643678
1A12,0.3486682808716707,0.6513317191283293
1A12,0.3486682808716707,0.6513317191283293
1A12,0.3486682808716707,0.6513317191283293
1A1X,0.3425925925925926,0.6574074074074074
1A3P,0.3111111111111111,0.6888888888888889
1A62,0.35384615384615387,0.6461538461538462
1A6C,0.3762183235867446,0.6237816764132553
1A7I,0.3333333333333333,0.6666666666666666
1AC0,0.2962962962962963,0.7037037037037037
1ACC,0.3020408163265306,0.6979591836734694
1ADX,0.4,0.6
1AGJ,0.28512396694214875,0.7148760330578512
1AGJ,0.28512396694214875,0.7148760330578512
1AGQ,0.35555555555555557,0.6444444444444445
1AGQ,0.35555555555555557,0.6444444444444445
1AGQ,0.35555555555555557,0.6444444444444445
1AGQ,0.35555555555555557,0.6444444444444445
1AHS,0.4126984126984127,0.5873015873015873
1AHS,0.4126984126984127,0.5873015873015873
1AHS,0.4126984126984127,0.5873015873015873
1AIW,0.25806451612903225,0.7419354838709677
1AJK,0.2757009345794392,0.7242990654205608
1AJK,0.2757009345794392,0.7242990654205608
1AJO,0.2757009345794392,0.7242990654205608
1AJO,0.2757009345794392,0.7242990654205608
1ALY,0.363013698630137,0.636986301369863
1AM2,0.41708542713567837,0.5829145728643216
1AMX,0.22777777777777777,0.7722222222222223
1AOC,0.3657142857142857,0.6342857142857142
1AOC,0.3657142857142857,0.6342857142857142
1APQ,0.2830188679245283,0.7169811320754716
1ARB,0.29850746268656714,0.7014925373134329
1ASO,0.33695652173913043,0.6630434782608695
1ASO,0.33695652173913043,0.6630434782608695
1AT0,0.41379310344827586,0.5862068965517241
1AUU,0.36363636363636365,0.6363636363636364
1AUU,0.36363636363636365,0.6363636363636364
1AUY,0.39473684210526316,0.6052631578947368
1AUY,0.39473684210526316,0.6052631578947368
1AUY,0.39473684210526316,0.6052631578947368
1AWE,0.36153846153846153,0.6384615384615384
1AXI,0.35602094240837695,0.643979057591623
1AXI,0.3008474576271186,0.6991525423728814
1AXK,0.24873096446700507,0.751269035532995
1AXK,0.24873096446700507,0.751269035532995
1AYO,0.4,0.6
1AYO,0.4,0.6
1B12,0.3225806451612903,0.6774193548387096
1B12,0.3225806451612903,0.6774193548387096
1B12,0.3225806451612903,0.6774193548387096
1B12,0.3225806451612903,0.6774193548387096
1B35,0.35384615384615387,0.6461538461538462
1B35,0.3411764705882353,0.6588235294117647
1B35,0.33687943262411346,0.6631205673758865
1B35,0.42105263157894735,0.5789473684210527
1B3A,0.34328358208955223,0.6567164179104478
1B3A,0.34328358208955223,0.6567164179104478
1B3Q,0.42480211081794195,0.575197889182058
1B3Q,0.42480211081794195,0.575197889182058
1B44,0.3798449612403101,0.6201550387596899
1B44,0.3798449612403101,0.6201550387596899
1B44,0.3798449612403101,0.6201550387596899
1B44,0.3798449612403101,0.6201550387596899
1B44,0.3798449612403101,0.6201550387596899
1B4R,0.4625,0.5375
1B5F,0.35564853556485354,0.6443514644351465
1B5F,0.42528735632183906,0.5747126436781609
1B5F,0.35564853556485354,0.6443514644351465
1B5F,0.42528735632183906,0.5747126436781609
1B6U,0.2801556420233463,0.7198443579766537
1B75,0.40425531914893614,0.5957446808510638
1B8T,0.3229166666666667,0.6770833333333334
1B8W,0.35714285714285715,0.6428571428571429
1B9M,0.4188679245283019,0.5811320754716981
1B9M,0.4188679245283019,0.5811320754716981
1B9W,0.3368421052631579,0.6631578947368421
1BAK,0.31092436974789917,0.6890756302521008
1BCI,0.38405797101449274,0.6159420289855072
1BCO,0.3761467889908257,0.6238532110091743
1BDF,0.4,0.6
1BDF,0.4,0.6
1BDF,0.4,0.6
1BDF,0.4,0.6
1BDS,0.3023255813953488,0.6976744186046512
1BF2,0.31333333333333335,0.6866666666666666
1BF9,0.3170731707317073,0.6829268292682927
1BHE,0.324468085106383,0.675531914893617
1BHU,0.3627450980392157,0.6372549019607843
1BI6,0.36585365853658536,0.6341463414634146
1BI6,0.5454545454545454,0.45454545454545453
1BIA,0.4143302180685358,0.5856697819314641
1BIH,0.31139240506329113,0.6886075949367089
1BIH,0.31139240506329113,0.6886075949367089
1BJ8,0.26605504587155965,0.7339449541284404
1BKB,0.3897058823529412,0.6102941176470589
1BPL,0.2751322751322751,0.7248677248677249
1BPL,0.30952380952380953,0.6904761904761905
1BPO,0.4089068825910931,0.5910931174089069
1BPO,0.4089068825910931,0.5910931174089069
1BPO,0.4089068825910931,0.5910931174089069
1BQU,0.2744186046511628,0.7255813953488373
